monthly_income,payment_history_rate,savings_level,active_credits,debt_ratio,payment_capacity,employment_months,conventional_score,product_count,has_mora,age,intelligent_score,profile,recommended_products
4633.49,74.53,1798.14,2,66.42,33.58,53,65,2,0,26,48,BASIC,Microcredito controlado; Programa de educacion financiera
3691.14,88.75,2256.55,3,28.83,71.17,40,75,2,0,18,74,ADVANCED,Credito hipotecario; Fondos mutuos
5947.01,82.99,15898.62,0,21.77,78.23,151,86,4,0,39,83,ADVANCED,Productos premium; Linea paralela; Cuenta sueldo premium; Credito hipotecario
5711.11,95.38,3789.84,0,20.61,79.39,54,79,3,0,24,78,ADVANCED,Credito vehicular; Cuenta sueldo premium; Credito hipotecario
5187.14,88.26,6749.27,0,48.11,51.89,142,82,2,0,31,78,ADVANCED,Credito vehicular; Linea paralela
7782.71,86.73,22883.39,1,60.97,39.03,360,84,2,0,52,78,ADVANCED,Fondos mutuos; Credito hipotecario
12392.18,62.25,26367.84,0,60.38,39.62,134,63,2,1,32,45,BASIC,Debito automatico; Programa de educacion financiera
5376.36,67.57,5994.01,0,15.66,84.34,41,74,2,0,21,71,ADVANCED,Fondos mutuos; Linea paralela
4507.27,83.3,0.0,1,15.38,84.62,321,78,2,0,45,74,ADVANCED,Credito vehicular; Productos premium
2830.13,84.04,3821.13,2,33.81,66.19,120,79,3,0,29,76,ADVANCED,Fondos mutuos; Productos premium; Linea paralela
6494.82,81.6,11906.29,4,45.92,54.08,22,69,3,0,18,68,INTERMEDIATE,Prestamo personal; Seguro de proteccion de pagos; Credito de consumo
5361.87,76.28,14261.13,1,73.9,26.1,168,76,2,0,35,58,BASIC,Cuenta de ahorro; Ahorro programado
12302.05,83.96,46626.66,0,51.9,48.1,174,88,3,0,42,80,ADVANCED,Cuenta sueldo premium; Productos premium; Credito vehicular
13909.51,84.69,64014.59,0,6.68,93.32,0,90,2,0,18,90,ADVANCED,Productos premium; Cuenta sueldo premium
4248.28,70.45,5588.1,1,66.86,33.14,70,71,2,0,26,54,BASIC,Microcredito controlado; Cuenta de ahorro
4057.32,64.36,0.0,1,37.31,62.69,45,45,2,1,26,32,BASIC,Programa de educacion financiera; Debito automatico
7061.48,64.67,5050.19,1,41.23,58.77,96,55,2,1,27,40,BASIC,Cuenta de ahorro; Microcredito controlado
9197.69,84.33,27257.98,1,26.25,73.75,126,92,2,0,34,87,ADVANCED,Fondos mutuos; Credito hipotecario
4644.58,87.08,18245.18,1,45.27,54.73,20,82,4,0,20,80,ADVANCED,Fondos mutuos; Linea paralela; Cuenta sueldo premium; Productos premium
5241.46,64.31,10380.24,2,62.65,37.35,360,52,2,1,59,36,BASIC,Ahorro programado; Microcredito controlado
9192.8,77.98,17591.03,1,35.69,64.31,175,88,2,0,32,82,ADVANCED,Credito vehicular; Fondos mutuos
4269.29,99.05,2631.49,1,8.12,91.88,210,86,3,0,35,86,ADVANCED,Productos premium; Credito vehicular; Credito hipotecario
9218.36,74.64,24715.09,0,9.47,90.53,134,91,3,0,40,87,ADVANCED,Credito vehicular; Cuenta sueldo premium; Productos premium
9981.09,84.46,25554.73,4,61.32,38.68,106,86,4,0,35,79,INTERMEDIATE,Prestamo personal; Credito de consumo; Consolidacion de deuda; Seguro de proteccion de pagos
5911.63,92.39,11511.28,3,24.75,75.25,360,86,3,0,67,84,ADVANCED,Credito vehicular; Fondos mutuos; Linea paralela
4362.67,81.26,1556.23,0,37.23,62.77,170,75,3,0,39,69,INTERMEDIATE,Consolidacion de deuda; Tarjeta de credito inicial; Seguro de proteccion de pagos
9584.53,82.2,21373.82,3,39.32,60.68,174,90,2,0,67,84,ADVANCED,Linea paralela; Cuenta sueldo premium
6389.29,68.15,12371.8,6,58.11,41.89,360,43,2,1,65,33,BASIC,Microcredito controlado; Programa de educacion financiera
7138.95,90.59,5421.67,1,8.54,91.46,86,84,4,0,25,83,ADVANCED,Credito vehicular; Cuenta sueldo premium; Fondos mutuos; Credito hipotecario
11056.71,51.22,0.0,2,54.26,45.74,119,50,2,1,32,30,BASIC,Debito automatico; Programa de educacion financiera
5086.57,79.37,13049.03,3,22.89,77.11,44,84,3,0,30,82,ADVANCED,Productos premium; Credito vehicular; Fondos mutuos
7503.73,90.87,13327.91,1,54.51,45.49,360,80,2,0,62,74,ADVANCED,Credito hipotecario; Cuenta sueldo premium
6935.85,96.5,19292.15,0,15.5,84.5,269,91,3,0,44,90,ADVANCED,Productos premium; Credito vehicular; Fondos mutuos
10551.86,80.77,18247.6,1,59.23,40.77,131,84,2,0,32,76,ADVANCED,Credito vehicular; Fondos mutuos
11284.79,83.17,68158.67,0,18.71,81.29,86,95,3,0,41,90,ADVANCED,Fondos mutuos; Credito vehicular; Linea paralela
12943.46,44.1,13814.24,2,31.9,68.1,64,53,2,1,22,35,BASIC,Ahorro programado; Programa de educacion financiera
3385.54,73.44,0.0,2,67.94,32.06,342,66,2,0,56,47,BASIC,Programa de educacion financiera; Ahorro programado
12557.66,93.85,75153.58,0,34.01,65.99,73,96,4,0,25,91,ADVANCED,Productos premium; Credito vehicular; Linea paralela; Cuenta sueldo premium
2502.24,100.0,3430.0,0,7.48,92.52,176,86,2,0,54,87,ADVANCED,Productos premium; Linea paralela
1547.88,80.34,1270.41,1,37.58,62.42,327,77,4,0,60,73,ADVANCED,Linea paralela; Credito hipotecario; Cuenta sueldo premium; Productos premium
5968.59,72.62,12971.72,0,32.71,67.29,94,78,3,0,29,73,ADVANCED,Credito hipotecario; Credito vehicular; Linea paralela
10760.26,86.87,0.0,0,20.6,79.4,47,78,4,0,22,74,ADVANCED,Fondos mutuos; Credito vehicular; Credito hipotecario; Cuenta sueldo premium
3384.54,100.0,10256.77,1,22.09,77.91,210,91,4,0,39,91,ADVANCED,Fondos mutuos; Cuenta sueldo premium; Credito hipotecario; Linea paralela
7105.68,91.94,10609.03,6,68.62,31.38,90,68,2,0,25,58,BASIC,Cuenta de ahorro; Microcredito controlado
11440.09,88.76,7299.91,1,20.24,79.76,82,85,3,0,23,81,ADVANCED,Credito vehicular; Cuenta sueldo premium; Fondos mutuos
8359.23,88.69,24539.13,1,72.42,27.58,73,81,2,0,39,65,BASIC,Cuenta de ahorro; Microcredito controlado
12677.67,69.91,40432.7,0,49.92,50.08,91,86,4,0,34,77,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Linea paralela; Credito vehicular
4198.92,72.75,690.43,1,36.85,63.15,141,73,2,0,37,66,INTERMEDIATE,Tarjeta de credito inicial; Prestamo personal
12652.71,72.82,26370.56,5,78.21,21.79,211,72,2,0,65,54,BASIC,Cuenta de ahorro; Microcredito controlado
9952.52,95.34,9175.25,0,13.01,86.99,210,87,3,0,36,84,ADVANCED,Cuenta sueldo premium; Productos premium; Credito hipotecario
3708.01,98.43,5215.09,1,10.48,89.52,360,86,4,0,65,86,ADVANCED,Fondos mutuos; Linea paralela; Cuenta sueldo premium; Productos premium
15283.78,85.09,37988.3,0,68.43,31.57,142,88,2,0,57,68,BASIC,Ahorro programado; Debito automatico
7528.32,77.7,1733.1,1,61.08,38.92,144,73,4,0,31,64,INTERMEDIATE,Prestamo personal; Seguro de proteccion de pagos; Tarjeta de credito inicial; Credito de consumo
9403.83,76.9,25831.96,1,65.88,34.12,20,82,2,0,19,64,BASIC,Debito automatico; Microcredito controlado
3222.41,61.87,5712.08,4,37.15,62.85,34,67,2,0,21,65,INTERMEDIATE,Tarjeta de credito inicial; Prestamo personal
8414.45,83.29,441.08,0,37.7,62.3,18,51,2,1,19,40,BASIC,Debito automatico; Programa de educacion financiera
3870.55,51.12,7137.32,1,66.26,33.74,157,54,2,1,52,27,BASIC,Debito automatico; Cuenta de ahorro
4172.29,75.13,12072.74,3,50.92,49.08,97,76,3,0,38,71,ADVANCED,Credito hipotecario; Credito vehicular; Productos premium
6928.36,68.87,2486.76,0,22.74,77.26,68,74,3,0,25,69,INTERMEDIATE,Tarjeta de credito inicial; Prestamo personal; Credito de consumo
9683.17,96.44,30488.82,0,6.72,93.28,49,93,2,0,23,94,ADVANCED,Cuenta sueldo premium; Credito hipotecario
6669.43,80.73,31617.19,0,43.47,56.53,114,92,3,0,45,84,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Credito vehicular
5857.01,66.89,19019.49,1,36.72,63.28,152,68,2,1,43,53,BASIC,Ahorro programado; Cuenta de ahorro
10067.36,73.73,1142.86,0,65.94,34.06,69,69,2,0,31,50,BASIC,Debito automatico; Microcredito controlado
9021.32,91.83,32205.94,1,38.24,61.76,184,90,2,0,39,86,ADVANCED,Credito vehicular; Cuenta sueldo premium
4894.01,95.61,13224.45,2,30.82,69.18,235,94,4,0,42,90,ADVANCED,Productos premium; Credito hipotecario; Credito vehicular; Fondos mutuos
12568.42,76.1,19460.5,1,44.24,55.76,62,79,3,0,25,72,ADVANCED,Cuenta sueldo premium; Credito vehicular; Credito hipotecario
8426.66,89.91,18174.79,0,39.85,60.15,360,84,3,0,67,79,ADVANCED,Fondos mutuos; Credito hipotecario; Productos premium
6668.83,87.32,1255.14,1,39.93,60.07,143,78,4,0,51,72,ADVANCED,Productos premium; Cuenta sueldo premium; Linea paralela; Fondos mutuos
7728.56,85.23,6807.51,1,80.08,19.92,121,76,2,0,42,57,BASIC,Debito automatico; Programa de educacion financiera
16411.61,93.48,10117.65,2,33.52,66.48,336,89,3,0,60,82,ADVANCED,Fondos mutuos; Productos premium; Cuenta sueldo premium
6383.33,90.92,3039.51,1,65.41,34.59,77,73,2,0,30,57,BASIC,Programa de educacion financiera; Cuenta de ahorro
3966.76,87.5,1117.49,1,22.74,77.26,360,79,4,0,63,76,ADVANCED,Cuenta sueldo premium; Credito hipotecario; Credito vehicular; Fondos mutuos
11154.77,50.75,13591.74,1,54.42,45.58,169,54,2,1,36,35,BASIC,Debito automatico; Programa de educacion financiera
14633.83,69.08,37707.02,1,33.33,66.67,164,68,2,1,37,52,BASIC,Microcredito controlado; Programa de educacion financiera
4315.38,98.81,14652.02,1,23.43,76.57,134,94,3,0,39,92,ADVANCED,Credito vehicular; Linea paralela; Productos premium
4081.14,73.98,14496.77,3,29.33,70.67,214,86,2,0,44,81,ADVANCED,Productos premium; Credito hipotecario
7414.45,80.96,12441.91,5,27.26,72.74,66,74,4,0,24,75,INTERMEDIATE,Seguro de proteccion de pagos; Tarjeta de credito inicial; Credito de consumo; Prestamo personal
12791.07,72.01,40909.19,1,22.91,77.09,197,70,2,1,38,56,BASIC,Ahorro programado; Cuenta de ahorro
8241.49,88.37,7037.68,1,26.65,73.35,184,84,3,0,41,80,ADVANCED,Credito vehicular; Cuenta sueldo premium; Fondos mutuos
5736.32,75.8,16034.48,2,27.26,72.74,100,81,2,0,36,77,ADVANCED,Fondos mutuos; Productos premium
5708.35,58.18,28405.92,1,29.5,70.5,360,69,2,1,66,53,BASIC,Microcredito controlado; Programa de educacion financiera
15409.98,70.45,54804.66,3,73.47,26.53,360,91,2,0,60,66,BASIC,Debito automatico; Programa de educacion financiera
14528.86,95.03,51860.17,0,18.44,81.56,209,98,2,0,50,94,ADVANCED,Fondos mutuos; Credito vehicular
12788.11,66.87,26730.3,1,24.14,75.86,230,71,2,1,48,56,BASIC,Ahorro programado; Cuenta de ahorro
12084.9,76.82,11801.67,0,24.31,75.69,360,84,3,0,69,77,ADVANCED,Cuenta sueldo premium; Credito vehicular; Fondos mutuos
16429.95,75.16,0.0,2,66.15,33.85,140,77,2,0,34,54,BASIC,Programa de educacion financiera; Microcredito controlado
2880.7,84.84,7550.63,1,31.77,68.23,173,82,3,0,34,79,ADVANCED,Credito vehicular; Cuenta sueldo premium; Credito hipotecario
5203.73,89.43,5191.35,4,31.74,68.26,353,77,3,0,57,75,INTERMEDIATE,Tarjeta de credito inicial; Seguro de proteccion de pagos; Prestamo personal
16496.98,89.18,0.0,0,36.01,63.99,233,85,3,0,34,76,ADVANCED,Credito vehicular; Productos premium; Cuenta sueldo premium
4637.53,88.67,21047.61,0,48.36,51.64,320,87,3,0,51,82,ADVANCED,Credito hipotecario; Credito vehicular; Linea paralela
5915.84,90.88,14659.23,0,31.36,68.64,154,84,3,0,40,81,ADVANCED,Credito hipotecario; Fondos mutuos; Credito vehicular
5670.66,48.8,9197.8,1,32.21,67.79,228,53,2,1,42,37,BASIC,Programa de educacion financiera; Cuenta de ahorro
9759.31,92.61,50068.72,0,61.9,38.1,218,90,2,0,43,82,ADVANCED,Fondos mutuos; Credito vehicular
8359.56,77.19,14929.88,2,50.99,49.01,165,79,3,0,36,71,ADVANCED,Linea paralela; Fondos mutuos; Productos premium
5979.3,79.57,43112.4,1,31.35,68.65,99,72,2,1,29,59,BASIC,Ahorro programado; Cuenta de ahorro
8863.47,87.96,16954.05,0,38.06,61.94,52,80,2,0,21,77,ADVANCED,Cuenta sueldo premium; Credito vehicular
6547.15,95.63,19919.4,1,23.8,76.2,217,93,4,0,40,91,ADVANCED,Cuenta sueldo premium; Credito hipotecario; Productos premium; Credito vehicular
5006.62,88.18,0.0,1,37.18,62.82,360,76,3,0,67,71,ADVANCED,Linea paralela; Productos premium; Credito hipotecario
12904.08,72.99,11369.14,0,31.38,68.62,230,64,2,1,53,49,BASIC,Microcredito controlado; Programa de educacion financiera
14249.77,91.68,0.0,0,29.62,70.38,323,85,2,0,54,78,ADVANCED,Fondos mutuos; Cuenta sueldo premium
10799.95,84.81,35711.47,2,51.51,48.49,30,83,4,0,22,79,ADVANCED,Cuenta sueldo premium; Credito vehicular; Productos premium; Fondos mutuos
12893.32,74.21,35555.65,3,59.95,40.05,100,86,4,0,27,77,ADVANCED,Credito hipotecario; Fondos mutuos; Credito vehicular; Productos premium
12021.19,92.13,3461.13,0,41.63,58.37,64,80,4,0,29,74,ADVANCED,Linea paralela; Credito hipotecario; Fondos mutuos; Productos premium
11667.83,100.0,31177.75,1,42.46,57.54,174,93,2,0,32,89,ADVANCED,Cuenta sueldo premium; Credito vehicular
2782.97,92.36,604.57,0,16.97,83.03,360,79,3,0,65,77,ADVANCED,Cuenta sueldo premium; Linea paralela; Fondos mutuos
3918.83,82.36,6160.83,2,21.36,78.64,360,86,3,0,53,84,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Productos premium
5237.87,80.01,32618.51,3,27.2,72.8,302,94,3,0,49,87,ADVANCED,Productos premium; Credito hipotecario; Cuenta sueldo premium
3254.78,71.8,3068.1,0,14.64,85.36,183,78,3,0,48,74,ADVANCED,Credito vehicular; Cuenta sueldo premium; Fondos mutuos
12466.38,50.45,17128.72,1,25.93,74.07,171,64,2,1,30,47,BASIC,Cuenta de ahorro; Debito automatico
2314.92,89.84,0.0,1,12.61,87.39,284,78,3,0,54,76,ADVANCED,Credito hipotecario; Credito vehicular; Cuenta sueldo premium
7471.28,71.9,7889.42,4,85.32,14.68,257,67,2,0,55,47,BASIC,Microcredito controlado; Debito automatico
3761.37,90.63,33805.71,0,7.1,92.9,296,98,3,0,50,95,ADVANCED,Credito hipotecario; Credito vehicular; Productos premium
9793.45,85.98,2150.24,1,13.22,86.78,22,77,2,0,19,75,ADVANCED,Credito hipotecario; Cuenta sueldo premium
12739.39,84.71,25232.78,4,41.28,58.72,258,81,2,0,51,75,INTERMEDIATE,Seguro de proteccion de pagos; Consolidacion de deuda
3163.61,79.02,14838.53,1,20.1,79.9,52,86,4,0,24,84,ADVANCED,Credito vehicular; Fondos mutuos; Cuenta sueldo premium; Credito hipotecario
11301.48,50.64,26557.5,4,27.73,72.27,88,61,2,1,40,47,BASIC,Microcredito controlado; Programa de educacion financiera
10087.05,96.69,17919.98,1,30.14,69.86,122,89,3,0,50,85,ADVANCED,Credito vehicular; Credito hipotecario; Productos premium
12963.16,81.48,23544.92,3,64.74,35.26,164,82,2,0,63,72,ADVANCED,Fondos mutuos; Credito vehicular
8676.12,92.46,6803.02,1,34.36,65.64,78,82,3,0,26,79,ADVANCED,Linea paralela; Productos premium; Credito hipotecario
8566.27,78.65,42446.78,5,35.48,64.52,30,77,4,0,21,76,INTERMEDIATE,Credito de consumo; Consolidacion de deuda; Tarjeta de credito inicial; Prestamo personal
4800.66,94.66,18865.38,1,44.31,55.69,138,86,3,0,34,83,ADVANCED,Credito vehicular; Productos premium; Fondos mutuos
1842.2,74.05,5117.24,1,47.44,52.56,281,84,3,0,48,77,ADVANCED,Credito vehicular; Cuenta sueldo premium; Credito hipotecario
8360.43,70.66,5560.01,3,39.77,60.23,337,58,2,1,45,43,BASIC,Debito automatico; Programa de educacion financiera
11064.34,95.19,80419.46,3,31.28,68.72,137,100,3,0,33,93,ADVANCED,Linea paralela; Productos premium; Credito vehicular
5340.81,91.25,2383.75,0,26.36,73.64,230,80,4,0,44,77,ADVANCED,Credito vehicular; Productos premium; Linea paralela; Cuenta sueldo premium
7484.39,85.6,3608.22,0,13.33,86.67,230,84,2,0,50,80,ADVANCED,Fondos mutuos; Linea paralela
9530.08,87.34,34039.5,0,12.54,87.46,99,94,3,0,25,91,ADVANCED,Fondos mutuos; Cuenta sueldo premium; Linea paralela
1908.01,86.57,1191.3,1,63.88,36.12,118,70,2,0,29,64,INTERMEDIATE,Credito de consumo; Seguro de proteccion de pagos
6756.16,77.21,3905.66,1,36.42,63.58,114,78,3,0,25,72,ADVANCED,Productos premium; Fondos mutuos; Linea paralela
2776.89,88.85,11033.9,0,16.26,83.74,348,90,2,0,45,89,ADVANCED,Fondos mutuos; Credito hipotecario
1982.96,70.6,4686.48,1,27.42,72.58,197,78,3,0,38,74,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Credito vehicular
13472.55,81.18,31930.02,0,6.07,93.93,345,93,3,0,60,88,ADVANCED,Linea paralela; Credito vehicular; Productos premium
9066.42,83.95,31881.27,3,22.81,77.19,178,91,4,0,32,87,ADVANCED,Linea paralela; Productos premium; Credito vehicular; Cuenta sueldo premium
17044.7,52.88,47791.21,3,70.31,29.69,238,70,2,1,45,35,BASIC,Ahorro programado; Microcredito controlado
2734.42,93.43,4083.82,3,30.62,69.38,360,86,3,0,55,85,ADVANCED,Credito hipotecario; Credito vehicular; Fondos mutuos
4590.53,84.31,13920.75,3,30.69,69.31,243,83,2,0,37,80,ADVANCED,Productos premium; Credito hipotecario
8706.44,100.0,11977.19,0,20.07,79.93,25,82,4,0,20,82,ADVANCED,Cuenta sueldo premium; Credito vehicular; Productos premium; Linea paralela
8596.32,90.0,24574.08,1,52.55,47.45,360,84,3,0,60,78,ADVANCED,Productos premium; Fondos mutuos; Credito hipotecario
14337.02,50.02,0.0,3,63.03,36.97,269,51,2,1,68,28,BASIC,Ahorro programado; Debito automatico
6383.83,65.99,15393.53,2,46.04,53.96,74,53,2,1,37,40,BASIC,Ahorro programado; Microcredito controlado
3035.34,53.03,1227.42,1,82.44,17.56,40,35,2,1,24,8,BASIC,Ahorro programado; Microcredito controlado
2508.02,92.62,7378.12,6,53.39,46.61,59,66,2,0,21,70,INTERMEDIATE,Consolidacion de deuda; Credito de consumo
8371.13,79.15,24272.83,4,53.3,46.7,31,74,2,0,21,72,INTERMEDIATE,Seguro de proteccion de pagos; Consolidacion de deuda
7614.65,65.55,20411.27,6,94.2,5.8,108,59,2,0,34,42,BASIC,Debito automatico; Microcredito controlado
4801.4,94.52,13098.71,0,31.98,68.02,261,86,3,0,48,84,ADVANCED,Linea paralela; Fondos mutuos; Productos premium
10126.11,69.55,16571.32,5,56.03,43.97,21,43,2,1,18,33,BASIC,Microcredito controlado; Cuenta de ahorro
12809.39,87.46,7648.55,0,28.94,71.06,146,85,4,0,37,78,ADVANCED,Cuenta sueldo premium; Credito hipotecario; Credito vehicular; Fondos mutuos
8684.2,86.55,38174.74,0,20.21,79.79,168,98,3,0,33,92,ADVANCED,Cuenta sueldo premium; Linea paralela; Credito hipotecario
3781.07,78.45,557.06,0,18.49,81.51,119,76,4,0,43,72,ADVANCED,Productos premium; Fondos mutuos; Linea paralela; Credito hipotecario
8051.61,43.3,19091.85,0,50.12,49.88,180,56,2,1,30,38,BASIC,Ahorro programado; Debito automatico
10666.5,50.43,14749.98,2,66.24,33.76,109,55,2,1,47,26,BASIC,Programa de educacion financiera; Cuenta de ahorro
9777.02,70.93,23956.48,0,28.9,71.1,168,66,2,1,37,52,BASIC,Programa de educacion financiera; Microcredito controlado
3112.58,84.19,11855.5,1,27.15,72.85,204,85,4,0,49,83,ADVANCED,Cuenta sueldo premium; Productos premium; Credito hipotecario; Credito vehicular
2980.81,80.08,0.0,4,77.8,22.2,142,62,2,0,47,45,BASIC,Programa de educacion financiera; Ahorro programado
4871.54,68.21,11607.82,1,48.51,51.49,83,57,2,1,29,44,BASIC,Debito automatico; Cuenta de ahorro
6969.93,92.29,0.0,1,14.97,85.03,299,82,3,0,54,79,ADVANCED,Cuenta sueldo premium; Credito hipotecario; Productos premium
10008.98,78.31,20252.13,1,15.06,84.94,45,87,4,0,24,85,ADVANCED,Fondos mutuos; Cuenta sueldo premium; Credito hipotecario; Credito vehicular
7896.42,98.86,1994.87,0,7.62,92.38,101,85,3,0,30,84,ADVANCED,Fondos mutuos; Credito hipotecario; Productos premium
9340.78,77.56,6905.68,0,15.15,84.85,298,83,3,0,45,77,ADVANCED,Fondos mutuos; Productos premium; Linea paralela
3903.24,81.26,0.0,0,49.17,50.83,199,72,3,0,34,65,INTERMEDIATE,Consolidacion de deuda; Credito de consumo; Prestamo personal
8735.6,38.76,0.0,1,52.58,47.42,210,45,2,1,41,24,BASIC,Ahorro programado; Programa de educacion financiera
9414.83,70.98,25875.7,4,44.94,55.06,313,79,4,0,62,73,INTERMEDIATE,Seguro de proteccion de pagos; Consolidacion de deuda; Credito de consumo; Tarjeta de credito inicial
4997.39,92.05,25548.05,0,9.25,90.75,88,92,2,0,34,92,ADVANCED,Cuenta sueldo premium; Productos premium
5799.08,53.7,19138.19,1,42.04,57.96,119,58,2,1,40,43,BASIC,Programa de educacion financiera; Microcredito controlado
3235.98,100.0,1761.02,1,12.92,87.08,236,84,2,0,56,84,ADVANCED,Productos premium; Credito vehicular
7441.7,84.36,0.0,0,50.99,49.01,87,72,2,0,25,66,INTERMEDIATE,Tarjeta de credito inicial; Credito de consumo
3799.45,100.0,7345.82,0,14.64,85.36,16,86,3,0,20,89,ADVANCED,Cuenta sueldo premium; Productos premium; Linea paralela
14418.68,99.87,26261.72,0,3.23,96.77,145,98,3,0,39,95,ADVANCED,Linea paralela; Productos premium; Credito hipotecario
5486.98,83.5,23515.39,6,56.92,43.08,166,72,4,0,32,71,INTERMEDIATE,Seguro de proteccion de pagos; Tarjeta de credito inicial; Consolidacion de deuda; Prestamo personal
13937.97,46.26,6476.85,3,58.38,41.62,120,52,2,1,29,30,BASIC,Debito automatico; Microcredito controlado
3231.18,51.7,42.33,5,65.32,34.68,246,34,2,1,58,9,BASIC,Debito automatico; Cuenta de ahorro
4905.51,93.72,3178.94,0,19.07,80.93,66,78,3,0,36,77,ADVANCED,Credito hipotecario; Productos premium; Cuenta sueldo premium
6476.45,83.54,12491.74,4,43.83,56.17,360,83,3,0,61,80,INTERMEDIATE,Prestamo personal; Consolidacion de deuda; Credito de consumo
11768.21,92.98,9736.51,3,37.76,62.24,49,80,3,0,21,76,ADVANCED,Credito hipotecario; Productos premium; Fondos mutuos
3071.39,76.83,0.0,0,22.08,77.92,58,70,3,0,28,67,INTERMEDIATE,Tarjeta de credito inicial; Credito de consumo; Prestamo personal
14300.05,98.72,65864.67,1,11.44,88.56,360,100,3,0,62,97,ADVANCED,Linea paralela; Credito vehicular; Fondos mutuos
2318.11,76.72,5271.96,3,38.08,61.92,55,76,4,0,21,74,ADVANCED,Credito hipotecario; Cuenta sueldo premium; Productos premium; Fondos mutuos
2034.06,72.98,4579.87,1,28.59,71.41,50,73,4,0,29,71,ADVANCED,Credito hipotecario; Credito vehicular; Fondos mutuos; Cuenta sueldo premium
12510.82,47.25,29918.9,1,56.07,43.93,88,55,2,1,23,36,BASIC,Cuenta de ahorro; Programa de educacion financiera
10002.47,82.14,7222.74,0,33.69,66.31,238,83,3,0,48,77,ADVANCED,Credito hipotecario; Productos premium; Linea paralela
9883.01,75.95,5057.84,2,35.76,64.24,234,79,3,0,47,71,ADVANCED,Fondos mutuos; Productos premium; Cuenta sueldo premium
6880.61,80.41,39961.43,0,12.18,87.82,24,91,3,0,19,88,ADVANCED,Linea paralela; Productos premium; Credito vehicular
2692.3,84.62,15475.6,0,4.85,95.15,134,95,3,0,45,93,ADVANCED,Credito vehicular; Linea paralela; Fondos mutuos
4178.96,85.76,5090.99,1,38.39,61.61,360,80,3,0,60,76,ADVANCED,Credito vehicular; Linea paralela; Fondos mutuos
5908.61,89.64,10006.22,1,14.97,85.03,206,85,4,0,64,83,ADVANCED,Credito hipotecario; Productos premium; Linea paralela; Fondos mutuos
3915.93,71.43,13843.78,1,68.62,31.38,62,80,2,0,26,61,BASIC,Debito automatico; Microcredito controlado
10796.41,85.79,0.0,1,58.03,41.97,320,76,2,0,59,67,INTERMEDIATE,Tarjeta de credito inicial; Prestamo personal
9923.65,65.12,24519.55,0,37.66,62.34,206,61,2,1,56,46,BASIC,Microcredito controlado; Programa de educacion financiera
10314.5,95.02,24717.81,1,54.98,45.02,162,91,4,0,34,85,ADVANCED,Credito hipotecario; Fondos mutuos; Credito vehicular; Linea paralela
16346.23,54.31,32471.86,1,45.88,54.12,360,61,2,1,56,41,BASIC,Microcredito controlado; Cuenta de ahorro
9950.43,72.52,0.0,0,51.64,48.36,334,74,4,0,44,64,INTERMEDIATE,Credito de consumo; Tarjeta de credito inicial; Seguro de proteccion de pagos; Prestamo personal
8310.09,81.87,17198.36,0,59.16,40.84,151,79,3,0,37,71,ADVANCED,Cuenta sueldo premium; Credito hipotecario; Fondos mutuos
14567.28,72.09,0.0,2,51.78,48.22,91,75,2,0,23,64,INTERMEDIATE,Seguro de proteccion de pagos; Consolidacion de deuda
7098.71,54.76,25232.29,3,57.43,42.57,30,58,2,1,21,41,BASIC,Programa de educacion financiera; Debito automatico
6598.34,100.0,0.0,1,8.56,91.44,157,84,3,0,40,82,ADVANCED,Credito vehicular; Fondos mutuos; Linea paralela
3224.25,60.03,11446.57,0,48.14,51.86,58,53,2,1,22,41,BASIC,Microcredito controlado; Debito automatico
8663.72,80.97,7611.43,0,50.62,49.38,202,78,3,0,59,70,ADVANCED,Fondos mutuos; Linea paralela; Cuenta sueldo premium
3755.96,76.44,6485.47,1,47.68,52.32,148,75,3,0,28,69,INTERMEDIATE,Seguro de proteccion de pagos; Tarjeta de credito inicial; Prestamo personal
12480.43,81.63,712.68,2,65.25,34.75,69,73,2,0,29,53,BASIC,Ahorro programado; Cuenta de ahorro
4273.7,69.36,5081.3,3,58.84,41.16,111,71,4,0,41,63,INTERMEDIATE,Tarjeta de credito inicial; Consolidacion de deuda; Seguro de proteccion de pagos; Credito de consumo
6522.24,94.13,6985.35,2,16.52,83.48,136,86,3,0,31,84,ADVANCED,Productos premium; Credito vehicular; Credito hipotecario
10738.75,69.55,24416.08,1,66.81,33.19,21,71,2,0,21,53,BASIC,Microcredito controlado; Cuenta de ahorro
3037.59,80.43,7050.87,0,24.45,75.55,267,81,3,0,42,78,ADVANCED,Credito vehicular; Credito hipotecario; Productos premium
9251.96,91.37,5288.72,2,21.94,78.06,360,85,2,0,59,80,ADVANCED,Fondos mutuos; Credito hipotecario
11648.58,83.34,19061.89,4,59.22,40.78,216,78,4,0,38,71,INTERMEDIATE,Consolidacion de deuda; Prestamo personal; Credito de consumo; Tarjeta de credito inicial
6229.67,90.51,32493.88,1,58.51,41.49,107,87,3,0,35,81,ADVANCED,Linea paralela; Cuenta sueldo premium; Credito vehicular
11107.56,70.32,65022.6,1,35.16,64.84,250,75,2,1,41,58,BASIC,Ahorro programado; Cuenta de ahorro
